Unnamed: 0,filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
9,91_Đêm lang thang,0.25069728,0.089556225,0.07595042,0.00064557267,1319.0695856986165,338962.4160684628,1751.194642429425,221161.0822577404,2468.5850728037926,1784121.5407570223,0.0526810873403637,0.0008599152159449,-1.1809599e-06,0.0052782223,-3.4747045e-06,0.00033520875,161.4990234375,-237.01529,2521.1711,136.10672,848.58514,-4.058886,295.45132,19.954184,408.1531,-0.6499594,210.21169,-4.208889,125.800285,-8.196571,120.01546,-3.6638217,89.08739,-21.180796,190.62772,-5.2782726,94.193695,-10.865771,106.267715,-7.7021747,109.07546,-12.088071,79.49565,-8.585653,53.688263,-10.841489,71.53433,-5.542811,58.514404,-11.443452,74.16445,-8.2581,70.91819,-9.916888,104.43692,-3.8645012,78.333435,bolero
10,35_QUA CƠN MÊ - DUY PHƯƠNG _ Anh Thợ Xây Có Giọng Hát Hay Ngất Ngây,0.39121422,0.08314412,0.14666034,0.00055262924,1845.2354396461765,408252.1120496689,2159.9629406125277,134272.9490244633,3968.459336602651,1641360.7786607265,0.0730233679614938,0.0019693063740283,-1.6926367e-06,0.0152828,-8.211195e-05,0.002054738,86.1328125,-110.556404,1397.621,107.51924,841.39746,-1.1174371,326.04144,42.259655,318.88013,3.306562,172.01602,12.187087,130.77696,3.4131827,110.60945,12.085061,89.9387,-3.121834,134.25797,9.9854965,125.23229,0.8052704,82.90065,4.968828,65.63216,-0.018171635,77.52636,-1.380672,73.381325,2.1720002,63.86851,2.2167025,64.98318,-4.9436264,74.39494,8.24946,79.61785,-4.544615,61.559475,-0.48367602,60.04298,bolero
11,18_Hoa Sứ Nhà Nàng - Thúy Huyền Bolero _MV HD_,0.25471565,0.09067648,0.25846437,0.004850645,1773.617800587123,290612.3839107364,2148.8962451027205,129847.8582704096,3814.435267965122,1555357.9695222017,0.0688569154532701,0.0012362780282021,1.0677758e-06,0.05831869,7.171386e-05,0.004697215,143.5546875,-85.16102,1616.7701,111.22214,584.42926,4.1668653,260.15915,29.19267,262.69388,-7.097,227.12871,3.2450416,234.20956,0.08400686,143.01128,-2.1856024,104.865425,-8.178171,196.62508,18.721302,188.22807,-16.506577,192.97517,8.002034,120.38422,-6.256211,99.01937,1.640714,107.31537,0.66229236,102.46206,-3.3076768,110.78133,-2.5700812,92.45457,-0.47396067,100.40777,-5.080859,104.892586,1.6229103,119.22148,bolero
12,48_Nguoi Thuong Ke Nho,0.30450457,0.090738684,0.27903104,0.0032496655,2004.7492842550655,588895.1395953617,2371.306431929157,191925.59869495596,4530.680936925552,2490531.0744825806,0.0719636615953947,0.0019506546147428,-1.423276e-06,0.051990516,-8.363022e-05,0.010002261,151.99908088235293,-62.141483,1751.7397,94.71866,916.39087,18.766161,411.68857,46.096245,301.48175,2.243243,227.85884,13.646877,135.83264,0.14371966,126.71679,7.4119463,127.27491,-8.660696,103.240326,1.4121414,151.984,2.2564049,103.83997,-1.4347365,85.00591,-3.910049,96.099014,8.037853,103.32903,-4.709338,66.602394,3.557215,62.858932,-2.9367526,85.42964,-4.1715207,64.56473,-2.3924537,83.96725,-4.374274,83.74386,bolero
13,100_Con Đò Lỡ Hẹn,0.24869892,0.09053952,0.18845098,0.0060546068,2600.760963615343,836521.3163523058,2576.840409882534,180098.6203707972,5426.888017683945,3010019.2128016003,0.1182832983625193,0.0065019162919984,5.4208525e-05,0.027169539,-7.245804e-05,0.0063092145,135.99917763157896,-93.48175,2795.5034,74.61465,1023.1566,4.53079,574.408,19.528248,360.92007,-2.9972582,237.35323,-2.2306676,295.5526,2.5735767,241.4363,-6.633311,159.20473,-12.184576,255.1829,14.105469,176.47565,-15.900678,163.85786,3.6203818,143.88255,-9.715707,90.96662,-4.921553,119.846,-6.698097,123.46815,-9.129425,120.508224,-4.436076,98.53435,-0.32996067,142.10489,-1.9907238,229.57652,6.7912545,320.28668,bolero
14,65_Mùa xuân đó có em,0.29060423,0.08840922,0.27386788,0.004958961,1532.3322359896672,426952.1697666148,1972.0403228029743,231011.23196525796,3059.4190001118664,2344652.522227516,0.0641022200923955,0.0015688479925561,-8.142835e-06,0.058941156,-0.00017455098,0.0075566364,95.703125,-77.31789,1948.4695,131.06012,861.90753,6.6074595,431.28845,23.295288,271.42932,1.375755,281.47952,3.3634448,152.99977,-2.8283474,130.15257,3.809757,130.08447,-14.198973,124.81233,2.8418849,122.34414,-2.7591374,109.85468,0.48223424,89.777306,-6.2888227,85.39245,1.0901977,83.928185,-9.328517,92.635124,0.7311918,96.659615,-6.063182,81.20104,-3.79896,73.196335,-1.3345811,88.046455,1.7603656,80.139595,bolero
15,37_Phút Cuối,0.26719958,0.08839957,0.19646159,0.0038727445,1997.7715604247303,582685.4513428571,2303.591463152684,256153.6265269424,4281.33244470177,3156991.4697463266,0.0833789364841331,0.0021545397274256,-1.3867922e-06,0.034003228,-9.5719215e-06,0.00291553,63.02400914634146,-99.60278,2912.4683,99.6746,1314.3768,8.247406,459.71817,29.438597,316.79504,0.70985013,218.71391,4.892285,205.48656,5.26993,165.83548,-5.0739503,176.09775,-8.864653,112.26449,0.49020112,178.49673,-7.493783,119.95641,1.2737155,100.10204,-8.795396,93.53677,-1.5219346,98.9254,-6.634671,103.12372,-1.7474949,130.66257,-2.8142996,143.67705,-4.0402694,118.016716,-4.7812004,102.75897,0.44708017,176.4699,bolero
16,89_Mai lỡ hai mình xa nhau,0.24653092,0.0915944,0.26128498,0.0047727693,1607.6425409513383,387699.93666594994,2112.225180845741,244981.040546824,3340.550633480674,2569985.3068284574,0.060098087086397,0.0011923571577371,6.483349e-06,0.055648584,0.00013369997,0.006298974,161.4990234375,-95.29518,2287.4255,122.197754,968.69543,12.134463,413.4341,21.074806,268.88965,6.545091,263.84146,-0.24872053,210.73843,-1.1484214,131.33707,2.2668278,152.91489,-14.130642,176.99274,3.6722212,172.6961,-13.443049,208.81807,-0.9859588,125.95503,-5.3764787,129.29373,0.13242449,103.215965,-6.059387,90.71674,1.2069818,122.839806,-2.2495894,119.06908,-0.45854098,147.84602,-5.007966,140.67877,0.8869438,122.21458,bolero
17,90_Neu Mot Ngay,0.26411206,0.0890131,0.28501305,0.0060641975,1480.815970751252,489752.0340908783,2026.05166706666,411596.9620312808,3014.6776039903007,4160924.9963809936,0.0579680924076044,0.000802351452333,3.464271e-06,0.07193064,-1.5583935e-05,0.0050628763,172.265625,-100.69345,2759.0095,137.6859,1100.5347,14.499678,695.201,6.727349,356.36575,12.707657,233.47217,-0.6426061,189.97739,-5.986953,150.42079,9.310783,160.36226,-17.399809,156.67047,1.4548818,152.00043,-7.4731255,120.05006,2.8096642,139.5721,-1.6893061,114.435616,3.471626,123.80986,-1.1193545,94.97719,1.0855844,91.534935,-4.684905,108.01278,-3.230452,95.33378,-3.4116662,87.56975,-0.47958916,71.57341,bolero
18,10_Liên khúc_ Mưa,0.32301405,0.0925414,0.13948058,0.0014096359,2228.351658376928,717709.0693977706,2605.6244556919446,173038.01610343167,5092.7442048725325,3264012.6910126023,0.0831678644422407,0.0037739866810444,0.004218685,0.013585604,0.003721299,0.0029519629,107.666015625,-113.14306,2779.4453,94.719406,914.9861,22.866838,331.40338,24.304775,312.77582,3.571125,182.32576,14.531687,107.63656,6.022245,118.87804,7.2758245,96.143684,-0.81452286,125.1249,13.353722,102.00139,-6.402761,74.954216,-1.9974108,81.09899,-6.8783674,69.55655,2.051303,62.520996,-0.8442236,56.873657,1.102001,65.67094,-5.344329,53.54835,2.019202,70.49549,-6.0553937,80.475395,-3.200712,77.4497,bolero
19,74_Tôi vẫn cô đơn,0.26610723,0.08916657,0.14158344,0.0010937698,1501.2233105693608,217399.6095324013,2005.0373274123624,204433.17054483452,3131.993561263424,1699286.8742100084,0.0568862773316563,0.0004238078445871,2.1844214e-06,0.01483603,5.5636232e-05,0.0021548315,161.4990234375,-137.61345,1619.6521,128.91922,595.0314,4.482962,280.57742,25.114202,226.06032,1.2635355,209.14091,-1.6973625,121.86597,-1.5023606,90.11157,2.7543757,99.321205,-14.383786,119.051834,1.255078,113.160736,-7.9370255,104.53127,-0.3039277,87.795235,-4.056705,97.11997,0.998562,82.608734,-8.171269,67.744965,0.21053945,56.1284,-3.1403003,54.949303,-4.111907,61.881935,-4.699112,71.12612,0.12311679,73.20106,bolero
20,7_Tình Lỡ - Lệ Quyên _ Live Show Quang Lê Hát Trên Quê Hương 1,0.24020612,0.0904803,0.16392054,0.005602436,1513.7006338037438,624250.1351321731,1916.3414598573395,282185.9986514277,2897.4908126027963,3065929.603804724,0.0665511848756772,0.0024567555840519,-7.835699e-07,0.02622474,-5.8344012e-06,0.002184533,60.09265988372093,-178.74516,4574.668,123.58739,1210.996,16.190022,624.3928,18.228321,411.76044,-6.5638485,292.78656,1.910177,284.10785,0.3563652,225.22636,-3.5696735,158.9268,-21.944113,153.14235,-5.5669703,226.55699,-18.284496,234.10081,-7.172042,147.10823,-19.371447,144.38797,-10.499851,136.28705,-14.485372,190.01805,0.90338683,257.81766,-0.7480816,211.19333,0.07796514,193.38849,-4.8623524,218.50435,-1.7996274,136.29843,bolero
21,45_Lệ Quyên - Sầu Lẻ Bóng _ Hội Nghị Image Skin Care,0.26441973,0.09247694,0.26381233,0.007898548,1773.4691470741393,677762.4315120648,2225.033059910285,278174.0225348562,3787.5312639832864,3705869.204856752,0.0649718293464589,0.0025877305753324,5.4611155e-07,0.05549348,-3.7161517e-05,0.007578513,83.35433467741936,-101.51254,4302.2935,111.7679,1218.6266,18.71969,513.3775,25.812283,334.13156,0.34865236,295.7511,1.3238136,233.60666,3.6342487,235.00992,2.3343635,187.94409,-13.961524,194.29819,4.7273154,199.02184,-19.838778,180.83545,0.5088165,171.29758,-15.210397,132.26701,-5.0497246,107.68537,-6.7904267,131.82973,-1.7566503,167.82198,-3.0191364,162.3798,2.2908754,157.71814,-5.279271,146.97449,-0.61233914,152.03413,bolero
22,66_Tình nhạt phai,0.2894924,0.091650635,0.19156708,0.0027922078,1285.778748975922,241646.03424940183,1853.465004808778,194718.7934948635,2644.392343054615,1764920.474845162,0.0458665026968846,0.0005595589889997,4.4917415e-06,0.027576622,-1.803015e-05,0.0036357406,135.99917763157896,-132.55006,3086.021,137.40161,765.38727,11.092949,271.13657,35.06857,219.90244,10.687128,170.06314,12.354471,98.50031,0.052978657,91.54313,9.936667,80.01091,-8.499065,139.3148,6.0863314,116.3557,-7.0823383,79.13716,-1.2249959,63.17618,-0.12692772,97.57161,-3.8787687,75.41137,-2.7957149,86.54415,-2.4004836,94.59835,-7.028355,71.7904,0.42853245,57.996014,-3.4271853,65.23901,-3.0365198,77.627464,bolero
23,2_Vùng Lá Me Bay,0.26936343,0.09140147,0.19831641,0.0037347975,1997.8920725768312,544038.6387766415,2408.927554705884,168955.35707959728,4354.857000108843,2441965.436893333,0.0831684313322368,0.0028290093862915,-1.29493665e-05,0.03145709,-6.319117e-05,0.0041417107,151.99908088235293,-109.199615,2060.689,95.769554,915.5509,19.693684,417.30487,34.875137,255.72702,7.144353,207.22374,2.6064785,289.0011,7.8848376,176.48248,1.8414394,132.56909,-0.86367786,132.22232,15.352056,170.27339,-10.462874,161.48114,7.956242,88.83327,-5.7574563,98.587776,-5.191591,133.11429,-1.8719993,96.59537,5.6821847,102.85725,-4.9086385,127.880005,9.690752,166.92601,1.3974137,156.30016,5.8306494,131.76175,bolero
24,98_Hai bàn tay trắng,0.3013589,0.08803616,0.19225511,0.0029220567,1905.4233778864725,593764.6840347092,2122.74816632748,264892.63438067504,3856.547513318136,2837161.2745545288,0.089974701589106,0.0026374486158067,-5.9500903e-06,0.027687361,-7.6852404e-05,0.0056096995,129.19921875,-99.292656,2913.9949,105.55251,1326.8992,-3.9298024,817.78656,30.924137,511.48636,2.0301952,359.19852,-4.100319,314.37766,0.45647517,197.61316,8.111177,180.38031,-15.993662,214.17697,-3.0058835,181.9132,-4.194266,121.63239,-2.485129,159.75131,-3.9685545,133.94403,-5.175054,122.00109,-5.985706,129.9287,1.1283554,91.7011,-10.277812,85.982544,1.2319664,97.25027,-4.6101584,136.48161,-3.9888923,108.485054,bolero
25,38_Tạ từ trong đêm,0.2663896,0.08966362,0.29432327,0.004674032,1466.5563796671497,401638.7028710487,2030.1193071579607,288448.1841941315,3035.0233142959078,2821216.203866128,0.054635535083688,0.0007999230956661,3.88293e-06,0.07318544,-3.170378e-05,0.0059788,78.30255681818181,-94.564674,2543.613,127.35123,872.74963,16.72679,461.25693,25.709156,264.38812,9.767885,240.91956,3.0729191,183.96565,-4.7953916,171.98997,8.837511,160.95023,-13.117431,174.8764,3.3746085,184.41135,-11.325421,172.69763,-1.9450283,123.53582,-4.4299803,150.07655,1.2593673,112.498245,-2.557342,149.88039,1.2493688,103.29939,-4.398895,100.25902,-2.708222,123.48371,-7.2323556,118.11235,-0.57810575,90.56124,bolero
26,77_Những Lời Này Cho Em,0.27760234,0.09058891,0.24803488,0.004004282,1428.5929608714955,318786.9982861255,1869.5591868422457,262718.7053177466,2916.632363523123,2285090.6043781475,0.0584289739744582,0.0008384223447261,-5.174787e-06,0.043557636,2.1154974e-05,0.008787247,161.4990234375,-101.48908,3449.481,133.20581,1086.25,4.941219,492.45984,23.804464,381.35382,-0.12625074,255.33151,-0.08811294,174.60652,-8.256842,142.86517,5.2941866,135.33179,-20.72181,196.48557,-1.8142936,144.38751,-7.5649095,115.737785,-2.2935762,101.58645,-3.801606,97.40723,1.2795357,102.63215,-3.9547415,89.32818,-1.7943816,94.5966,-3.8821924,75.95599,-2.6010666,81.47894,-5.599087,70.63967,-2.5727386,90.42382,bolero
27,26_Hoa Mười Giờ,0.2507388,0.09086108,0.2592712,0.004672889,1883.1283708671208,721031.060762204,2294.652052133588,255738.16763772976,3938.2178528021,3198712.05352081,0.0710082629885835,0.0033171246512187,-3.6697415e-06,0.058863685,5.6120305e-05,0.005347865,161.4990234375,-86.25883,1589.9586,107.807144,1041.569,7.75126,362.97693,21.95547,337.33698,6.79091,273.92386,-0.4919343,231.41597,7.1949143,143.57816,-3.7167118,159.444,-5.07472,132.15804,8.654172,176.2882,-18.700903,129.20007,6.006248,76.28716,-3.9034603,107.653336,2.0041378,99.26843,-5.876974,96.273994,-1.2895893,95.32686,-4.423268,100.80036,4.1117373,119.78975,-1.901114,166.16933,8.2020445,171.19962,bolero
28,62_Ba_c Tra__ng Lu__a Ho__ng,0.2562599,0.08796263,0.19829443,0.0040731328,2051.6391902756345,317061.58799757005,2292.596161959444,136922.19621266949,4235.278556516665,1879809.793091955,0.0933609244993227,0.0013486291171945,-2.2718634e-06,0.03120063,-4.9767747e-05,0.0046878573,135.99917763157896,-82.31018,2104.8723,98.24302,618.30676,-4.983135,424.57632,13.5952425,302.90173,-1.709392,220.67569,6.564102,192.91728,1.3110423,115.00895,3.5813797,155.6944,-7.8935122,129.03943,2.0091612,102.22631,-6.347225,145.89014,0.36084515,133.88075,-6.8116965,129.99757,-0.5265194,112.63714,-3.2783835,144.50865,5.630638,188.61063,-2.7245548,168.67279,1.9357102,151.97763,-5.9430428,144.61961,-3.7873666,158.22517,bolero
29,23_Noi Lai Tinh Xua   Nhu Quynh  Manh Quynh MP4 HD 720p,0.2931738,0.0930382,0.2537366,0.0054416186,1742.8613285010083,413651.5642346957,2251.192345831452,189715.89302000115,3868.4516080023695,2471930.904706402,0.0613063186314822,0.0014100916325031,2.672533e-06,0.04487469,-6.532204e-05,0.011488027,143.5546875,-85.12787,2507.5537,110.08059,736.5665,18.058245,328.4112,35.826572,245.41278,5.4211574,206.16905,6.76047,199.77002,2.5690796,159.3257,6.869936,166.81064,-5.325611,113.369125,11.055548,143.01042,-6.858773,115.352165,-0.92816854,103.23747,-5.239399,80.63675,-1.6477215,87.38518,-1.8011923,91.908226,1.1172385,107.30528,-5.436747,115.858864,1.7291967,110.86061,-2.3377945,135.36763,-0.7635973,114.99229,bolero
30,88_Nếu chúng mình cách trở,0.23637013,0.08690409,0.23537008,0.0032372659,1327.5678115782798,351190.1169726147,1871.0732936101783,272424.5879450583,2548.4429232476296,2296345.8318017614,0.0523487008392995,0.0007798679928984,2.0367715e-06,0.046584003,-1.3551623e-05,0.0039016255,135.99917763157896,-125.22874,1775.9563,136.70288,1003.4416,11.07691,423.73306,21.298235,251.46416,14.084902,238.77942,2.0679958,191.47134,-6.032184,168.86174,4.335594,197.56674,-13.803749,243.20386,7.055804,198.23003,-8.323216,221.59961,0.04387237,154.87944,-5.046111,98.29082,-5.057425,113.70528,-5.8501987,130.63538,-2.0293653,121.18843,-3.8518162,92.1467,2.9056249,141.61337,-0.80415046,161.56248,3.4688888,134.87683,bolero
31,17_Đan Nguyên - Lại Nhớ Người Yêu _Giao Tiên_ - Thúy Nga PBN 119,0.2903522,0.09165972,0.18305539,0.0038878003,1453.137437751319,392922.7530952522,1912.462287214692,238988.97882256203,3013.6609434712414,2200615.689035943,0.0542723475595007,0.0013244811816721,-1.731366e-06,0.023008667,3.3103831e-06,0.0060458104,143.5546875,-125.47506,3015.455,127.65052,1231.1937,-1.0926332,378.3802,29.463676,413.10614,8.393567,189.09277,1.7323225,172.12497,0.33040136,159.5971,11.294049,153.5227,-6.4775634,179.3555,1.5719197,111.20286,-3.4627357,97.61225,-0.109391585,88.44876,-4.5270233,83.22255,2.5572934,66.79777,-3.2234728,64.14953,-2.0325146,74.54963,-7.6758976,75.82155,-1.2067925,52.710514,-4.111904,58.366188,0.4751193,62.99198,bolero
32,5_Thành Phố Buồn - Đàm Vĩnh Hưng _ Mp3 -lyrics _,0.2599488,0.0876003,0.08339713,0.007900256,2373.768398848317,592551.4704362015,2167.5302790628757,247697.2316498224,4599.101356529968,2230960.027753148,0.1357181891568304,0.0049768578118701,-1.0168673e-05,0.009775167,-0.00020209084,0.0024732398,61.5234375,-227.92456,18587.93,66.44078,779.6167,-6.568317,537.0507,30.79086,435.90866,2.1515293,140.39284,6.9892244,196.38634,-2.2211072,97.24609,-8.788886,168.7155,-7.4630237,137.57574,-1.7824832,344.2061,-3.2299314,172.47426,-1.0028374,129.32909,-7.1004195,160.97897,-1.344982,185.82918,-3.248031,140.97021,-3.2783256,144.9178,-1.1126469,145.7744,2.044302,130.95845,-1.1718757,178.88948,4.2358975,237.34244,bolero
33,87_Hai lối mộng,0.27373675,0.09065974,0.2394275,0.0047862493,1478.6145543471162,432133.5228576961,1946.194235017152,359648.0919777004,3037.535799103256,3452090.4709410444,0.0567677973224651,0.0008370313221713,-6.233271e-06,0.041542843,-2.247122e-05,0.009022468,151.99908088235293,-107.804375,3754.2383,134.33896,1212.9387,6.835028,410.45618,17.864641,343.90393,3.4789476,293.19742,-2.8685458,227.36127,-11.021043,146.21709,7.3088794,125.89282,-21.5269,246.97337,-2.066897,120.79101,-8.68797,133.64848,-2.5666838,125.92456,-4.6966553,91.00508,-2.874936,100.33082,-8.12051,79.20639,-4.7832437,91.72788,-6.0932937,79.031456,-5.791538,66.602455,-4.656025,67.48995,-3.569113,83.78148,bolero
34,53_Duyên kiếp,0.24526672,0.08796437,0.12112266,0.00082540105,1392.5455491207483,313632.1328548715,1864.487533375844,188368.0773013792,2775.795715143068,1828020.8392763964,0.0560756246371904,0.0010952543740835,-4.4527337e-06,0.012346406,7.64258e-06,0.00089004595,95.703125,-183.12508,1687.1442,132.93858,749.8246,7.8709,368.24908,25.70067,289.62796,-1.1961545,210.49168,5.9781375,159.07536,-2.5597892,125.087326,0.525679,177.54266,-17.120327,220.17812,1.46316,162.3058,-17.177351,207.76694,-5.248144,124.03893,-11.748794,117.366486,-7.5477896,126.69229,-7.6760335,105.10376,-4.23364,78.01272,-9.039341,113.28323,-1.4579775,116.88093,-1.8623948,150.66525,-0.32839447,223.74472,bolero
35,93_Thương về miền trung,0.25428972,0.09266486,0.205989,0.0032494303,1168.0885541910286,189167.51948677108,1584.3019853124786,172488.71027915698,2222.6823930769883,1308722.00608116,0.049604197404702,0.000404754230247,-1.6751782e-06,0.033782586,-1.7023895e-05,0.004021432,135.99917763157896,-139.50452,3029.2346,152.34682,685.12415,-1.5969722,335.8247,27.253654,280.686,3.7029421,323.79495,0.0623177,126.68072,-4.413645,118.51833,9.035961,132.54195,-17.847391,205.88177,0.4286466,121.44451,-4.6073885,128.02336,-4.4403768,112.42322,-2.662342,98.109886,-2.2294436,93.30528,-6.097235,68.00354,0.4427895,82.38247,-5.319503,73.39179,-1.2299799,65.73309,-5.550518,101.75711,-5.145261,90.590775,bolero
36,61_Hoa Mười Giờ,0.2507388,0.09086108,0.2592712,0.004672889,1883.1283708671208,721031.060762204,2294.652052133588,255738.16763772976,3938.2178528021,3198712.05352081,0.0710082629885835,0.0033171246512187,-3.6697415e-06,0.058863685,5.6120305e-05,0.005347865,161.4990234375,-86.25883,1589.9586,107.807144,1041.569,7.75126,362.97693,21.95547,337.33698,6.79091,273.92386,-0.4919343,231.41597,7.1949143,143.57816,-3.7167118,159.444,-5.07472,132.15804,8.654172,176.2882,-18.700903,129.20007,6.006248,76.28716,-3.9034603,107.653336,2.0041378,99.26843,-5.876974,96.273994,-1.2895893,95.32686,-4.423268,100.80036,4.1117373,119.78975,-1.901114,166.16933,8.2020445,171.19962,bolero
37,30_Nhớ người yêu,0.23774427,0.08963018,0.12947352,0.0011550008,1486.2437016957333,414383.7848166694,1963.0194332272315,432296.7439973255,3191.209869857174,3365846.4546501776,0.0568038893188854,0.0008627068432085,9.3488194e-07,0.014335138,2.1220863e-05,0.0010844449,129.19921875,-174.893,3418.3457,133.34137,1393.1576,11.94159,556.58777,23.806253,297.7705,7.9153814,196.00888,5.384872,183.17249,-4.220845,207.7813,2.7298498,126.652504,-15.179788,206.66583,3.22935,203.24443,-11.742774,120.756714,-7.5007935,95.47995,-5.882151,115.38843,-3.7368886,97.912735,-6.8821177,115.211,-3.1048284,156.77893,-4.900867,114.0476,-2.7698216,120.21921,-8.003744,106.423874,-4.2061396,82.32607,bolero
38,71_Một Người Đi - Phương Ý _Quán Quân Thần Tượng Bolero 2019_ _MV Official_,0.25096926,0.08741977,0.2718037,0.0042090355,1799.2551618477946,359411.74137748865,2256.4119339020167,196514.9340707383,3879.584874014368,2475648.5005800123,0.0697367287272639,0.0010519668081467,1.2006208e-06,0.061581887,0.00013978567,0.005836505,151.99908088235293,-77.542,1627.8711,111.781235,766.5364,14.539203,361.13724,23.894905,298.10153,1.9352446,215.53783,-1.1743722,262.01227,1.9965075,121.22559,-0.16887212,109.455025,-10.343045,131.36855,13.815097,180.42693,-12.851774,132.17511,6.885334,118.87326,-8.159596,119.27867,-4.9548945,116.011635,-0.16184287,142.93513,-6.350586,168.62753,-7.756703,139.40314,-0.9574587,120.69253,-6.1927004,137.21977,3.7815402,176.82666,bolero
39,16_Ai Khổ Vì Ai - Lưu Ánh Loan,0.26102746,0.08955328,0.26440606,0.0049329503,2024.397447348996,553442.5003958473,2421.231923177691,214467.68881127145,4413.631644706608,2869350.147301182,0.082789937778154,0.0029033323303864,-7.989293e-06,0.055182185,0.00012770754,0.0076033045,151.99908088235293,-62.417244,1423.0488,102.20279,658.2879,11.955556,322.58026,20.82422,288.7023,2.6122916,194.04857,4.5100975,206.77083,4.1703277,132.4979,-1.3709798,142.51343,-4.0983896,125.71633,9.448014,152.0116,-9.42846,127.78152,3.7832289,114.29414,-6.5769453,107.88505,2.2309968,82.65631,-5.653324,105.34445,-1.0521783,133.31137,-3.712713,149.26108,3.378885,168.03612,-3.8921466,131.44601,4.784389,181.21132,bolero
40,76_Chuyện tình mộng thường,0.24070068,0.0919474,0.2012321,0.002800408,1638.9396533913864,676473.6630980124,2116.5814173106,332560.8482359699,3433.304239278976,3792631.6905197343,0.0620672739696207,0.0023947912241961,-8.5853037e-07,0.032925867,1.4614114e-05,0.0041422583,143.5546875,-133.56906,4107.5957,118.867935,1343.178,18.50266,465.2176,24.480804,289.51703,2.7270234,259.79623,-0.27784875,257.62234,-4.4033446,161.88615,3.8383894,154.23744,-12.707228,193.11363,6.469137,143.87912,-11.040221,149.21735,-2.6717129,115.75465,-7.287173,96.380264,-4.714004,113.95008,-4.7083907,121.14815,-1.9573832,176.69022,-3.1755612,139.16284,-3.5452085,107.15774,-5.7552986,130.30539,-0.29176122,125.09997,bolero
41,9_Mưa Đêm Ngoại Ô - Tường Nguyên_ Tường Khuê,0.2729826,0.08940461,0.20458677,0.0041927625,1699.4633515192752,380886.2817446038,2206.97028529073,182338.26037381377,3659.89453578512,2212917.273336415,0.0591415546995936,0.0013491497135967,2.8651332e-06,0.03465016,-7.285354e-05,0.004244227,86.1328125,-102.36793,2023.9371,111.01472,612.84753,9.604829,344.63574,28.456484,235.77917,8.067517,212.58366,6.5132318,135.72964,-7.2197165,137.1297,5.224321,75.46561,-10.94878,135.15627,2.4653063,126.791,-6.3825145,86.33978,-5.4675035,76.64078,-6.8845396,76.56196,-5.1653757,76.79231,-5.785226,58.214855,-3.3854644,61.21594,-9.487157,59.42568,0.010135521,68.38391,-10.0187645,100.98809,-2.432847,70.66913,bolero
42,79_Linh hồn tượng đá,0.28005418,0.09357811,0.11110942,0.0008002966,1557.8077562958931,422465.6060454666,2033.8999693724204,207362.3942966943,3230.755464063709,2250157.51844783,0.0574526004377902,0.0014899662227713,9.3967196e-07,0.010015097,1.5626374e-05,0.0011309837,172.265625,-171.73227,3090.064,121.86595,802.4863,5.632151,332.48578,27.267334,336.98624,6.259524,232.34177,8.545851,163.1725,0.85145015,126.60388,8.764899,110.47797,-9.271415,140.27269,4.8407483,131.80559,-2.1464055,88.32468,3.6782215,72.940956,1.1756779,72.688896,3.6006997,73.90568,-2.5097578,78.20759,2.6803985,70.34081,-3.0501657,74.70934,-2.8894994,65.191956,-3.7790005,77.60012,-0.50690454,62.18755,bolero
43,69_Căn Nhà Ngoại Ô,0.25834218,0.08722509,0.232472,0.0056663007,1417.4630433015163,322643.7274365242,1952.4202391701808,185253.765726778,2912.3407228074207,1990545.2528592488,0.05167088936726,0.0007258057697135,1.771023e-07,0.04842138,-6.056177e-05,0.0038581935,161.4990234375,-123.438324,2975.8638,125.79339,725.6278,12.483122,314.6231,30.543913,304.02896,3.3187487,265.44107,0.28551996,154.3753,-2.0873108,150.39604,16.52479,151.99774,-18.0275,184.03308,2.766267,138.45784,-6.728021,132.40918,-0.013107489,115.269966,2.3663251,128.17473,3.7410283,147.36821,-2.2657802,111.17405,-0.34332186,93.196465,-2.0576177,75.07206,1.0037227,69.38816,-0.5067989,90.513885,1.1511561,88.50421,bolero
